index,start,end,word,mode,confidence,chunk
1,0.000,0.460,Today,exact,0.9054,1
2,0.460,1.140,almost,exact,0.4805,1
3,1.140,1.760,all,exact,0.9928,1
4,1.760,2.000,of,exact,0.9864,1
5,2.000,2.160,Big,exact,0.8729,1
6,2.160,2.560,Muskie,interp,0.0,1
7,2.560,2.780,is,exact,0.8609,1
8,2.780,3.360,gone,exact,0.9929,1
9,4.080,4.180,The,exact,0.9834,1
10,4.180,5.380,310-foot,interp,0.0,1
11,5.380,5.700,boom,exact,0.9723,1
12,5.700,5.960,is,exact,0.9976,1
13,5.960,6.540,gone,exact,0.998,1
14,7.060,7.180,The,exact,0.9942,1
15,7.180,7.500,machine,interp,0.0,1
16,7.500,7.820,house,interp,0.0,1
17,7.820,8.100,is,exact,0.9968,1
18,8.100,8.520,gone,exact,0.9986,1
19,8.980,9.100,The,exact,0.9961,1
20,9.100,9.520,giant,exact,0.9356,1
21,9.520,10.040,circular,exact,0.9706,1
22,10.040,10.340,tub,exact,0.8668,1
23,10.340,10.580,is,exact,0.996,1
24,10.580,11.000,gone,exact,0.9992,1
25,11.580,11.720,The,exact,0.9962,1
26,11.720,12.040,machine,exact,0.9988,1
27,12.040,12.780,itself,exact,0.994,1
28,13.280,13.380,more,exact,0.9959,1
29,13.380,13.880,than,exact,0.9985,1
30,13.880,14.300,twenty-seven,interp,0.0,1
31,14.300,14.800,million,exact,0.9409,1
32,14.800,15.180,pounds,exact,0.9935,1
33,15.180,15.500,of,exact,0.9974,1
34,15.500,15.780,steel,exact,0.9954,1
35,15.780,16.040,and,exact,0.9302,1
36,16.040,16.600,machinery,exact,0.9985,1
37,17.000,17.300,is,exact,0.9981,1
38,17.300,17.700,gone,exact,0.9992,1
39,18.500,18.720,What,exact,0.9954,1
40,18.720,19.140,remains,exact,0.9964,1
41,19.140,19.500,in,exact,0.9159,1
42,19.500,19.860,public,exact,0.9658,1
43,19.860,20.420,view,exact,0.9983,1
44,20.420,20.980,is,exact,0.5206,1
45,20.980,21.220,the,exact,0.9942,1
46,21.220,21.540,bucket,exact,0.9629,1
47,21.540,21.905,Two,interp,0.0,1
48,21.905,22.270,hundred,interp,0.0,1
49,22.270,22.635,and,interp,0.0,1
50,22.635,23.000,twenty,interp,0.0,1
51,23.000,23.560,cubic,exact,0.9945,1
52,23.560,23.920,yards,exact,0.9986,1
53,23.920,24.240,of,exact,0.9975,1
54,24.240,24.640,steel,exact,0.9955,1
55,24.640,25.220,and,exact,0.9648,1
56,25.220,25.540,empty,exact,0.9974,1
57,25.540,26.200,space,exact,0.9989,1
58,26.200,27.260,So,exact,0.614,1
59,27.260,27.840,large,exact,0.9788,1
60,27.840,28.460,that,exact,0.7011,1
61,28.460,28.600,a,exact,0.9945,1
62,28.600,28.840,person,exact,0.994,1
63,28.840,29.320,standing,exact,0.9772,1
64,29.320,29.700,beside,exact,0.9994,1
65,29.700,30.320,it,exact,0.9956,1
66,30.320,30.660,stops,interp,0.0,1
67,30.660,31.000,being,exact,0.9877,1
68,31.000,31.220,a,exact,0.9954,1
69,31.220,31.600,useful,exact,0.9764,1
70,31.600,31.900,unit,exact,0.996,1
71,31.900,32.180,of,exact,0.9968,1
72,32.180,32.780,scale,exact,0.9922,1
73,33.640,33.800,And,exact,0.9338,1
74,33.800,34.000,here,exact,0.9877,1
75,34.000,34.160,is,exact,0.9839,1
76,34.160,34.380,the,exact,0.9964,1
77,34.380,34.740,strange,exact,0.9152,1
78,34.740,35.380,part,exact,0.9992,1
79,36.100,36.340,Big,exact,0.9758,1
80,36.340,36.720,Muskie,interp,0.0,1
81,36.720,37.020,was,exact,0.9946,1
82,37.020,37.340,not,exact,0.997,1
83,37.340,37.500,a,exact,0.9929,1
84,37.500,37.860,failed,exact,0.9919,1
85,37.860,38.440,prototype,exact,0.9879,1
86,39.320,39.540,It,exact,0.9903,1
87,39.540,39.960,worked,exact,0.9985,1
88,40.800,41.020,For,exact,0.9976,1
89,41.020,41.180,more,exact,0.9972,1
90,41.180,41.360,than,exact,0.9986,1
91,41.360,41.580,two,exact,0.9321,1
92,41.580,41.980,decades,exact,0.9994,1
93,41.980,42.200,it,exact,0.8187,1
94,42.200,42.360,did,exact,0.998,1
95,42.360,42.500,the,exact,0.9949,1
96,42.500,42.900,job,exact,0.9988,1
97,42.900,43.260,it,exact,0.9031,1
98,43.260,43.440,had,exact,0.9884,1
99,43.440,43.620,been,exact,0.9784,1
100,43.620,43.900,built,exact,0.9998,1
101,43.900,44.100,to,exact,0.9991,1
102,44.100,44.600,do,exact,0.9973,1
103,45.200,45.680,Then,exact,0.9951,1
104,45.680,46.140,in,exact,0.503,1
105,46.140,46.620,January,exact,0.9989,1
106,46.620,47.460,1991,exact,0.9487,1
107,47.460,48.280,it,exact,0.848,1
108,48.280,48.700,stopped,exact,0.9968,1
109,49.580,49.820,For,exact,0.9935,1
110,49.820,50.140,another,exact,0.9983,1
111,50.140,50.440,eight,exact,0.893,1
112,50.440,51.020,years,exact,0.9968,1
113,51.020,51.360,the,exact,0.9071,1
114,51.360,51.760,silent,exact,0.9729,1
115,51.760,52.220,machine,exact,0.9947,1
116,52.220,52.780,remained,exact,0.997,1
117,52.780,53.400,in,exact,0.9957,1
118,53.400,53.780,southeastern,exact,0.5869,1
119,53.780,54.540,Ohio,exact,0.996,1
120,54.540,55.500,And,exact,0.4191,1
121,55.500,55.640,in,exact,0.9512,1
122,55.640,56.500,1999,exact,0.9921,1
123,57.240,57.260,it,exact,0.9942,1
124,57.260,57.580,was,exact,0.9993,1
125,57.580,58.080,dismantled,exact,0.997,1
126,59.060,59.260,A,exact,0.9806,1
127,59.260,59.560,machine,exact,0.9988,1
128,59.560,59.800,that,exact,0.9969,1
129,59.800,59.960,had,exact,0.9914,1
130,59.960,60.200,taken,exact,0.9966,1
131,60.200,60.640,hundreds,exact,0.9965,1
132,60.640,60.940,of,exact,0.9988,1
133,60.940,61.280,thousands,exact,0.998,1
134,61.280,61.540,of,exact,0.9985,1
135,61.540,62.180,labor-hours,interp,0.0,1
136,62.180,62.420,to,exact,0.9955,1
137,62.420,62.940,assemble,exact,0.9929,1
138,62.940,63.540,was,exact,0.9289,1
139,63.540,64.040,eventually,exact,0.9928,1
140,64.040,64.300,cut,exact,0.9968,1
141,64.300,64.640,apart,exact,0.99,1
142,64.640,64.920,for,exact,0.9926,1
143,64.920,65.320,scrap,exact,0.9769,1
144,66.160,66.340,The,exact,0.9939,1
145,66.340,66.700,bucket,exact,0.9636,1
146,66.700,67.300,became,exact,0.9902,1
147,67.300,67.700,its,exact,0.9888,1
148,67.700,67.980,major,exact,0.9968,1
149,67.980,68.380,public,exact,0.9935,1
150,68.380,68.940,monument,exact,0.9941,1
151,69.860,70.060,So,exact,0.9891,1
152,70.060,70.300,this,exact,0.8737,1
153,70.300,70.600,story,exact,0.998,1
154,70.600,70.780,is,exact,0.9848,1
155,70.780,71.040,not,exact,0.9956,1
156,71.040,71.300,really,exact,0.9943,1
157,71.300,71.580,about,exact,0.9956,1
158,71.580,71.800,how,exact,0.9982,1
159,71.800,72.220,large,exact,0.9966,1
160,72.220,72.440,Big,exact,0.8016,1
161,72.440,72.760,Muskie,interp,0.0,1
162,72.760,73.240,was,exact,0.9951,1
163,73.740,73.960,That,exact,0.995,1
164,73.960,74.120,is,exact,0.9897,1
165,74.120,74.360,the,exact,0.9965,1
166,74.360,74.580,obvious,exact,0.9969,1
167,74.580,75.140,part,exact,0.9991,1
168,75.820,76.020,The,exact,0.9951,1
169,76.020,76.300,more,exact,0.9969,1
170,76.300,76.680,interesting,exact,0.9989,1
171,76.680,77.100,question,exact,0.998,1
172,77.100,77.340,is,exact,0.9956,1
173,77.340,78.180,this,exact,0.9985,1
174,78.500,78.740,What,exact,0.8991,1
175,78.740,78.960,had,exact,0.998,1
176,78.960,79.100,to,exact,0.9989,1
177,79.100,79.260,be,exact,0.9993,1
178,79.260,79.600,happening,exact,0.9975,1
179,79.600,79.900,in,exact,0.9955,1
180,79.900,80.380,American,exact,0.9925,1
181,80.380,80.740,coal,exact,0.8836,1
