index,start,end,word,mode,confidence,chunk
1,375.000,375.260,By,exact,0.964,2
2,375.260,376.260,1969,exact,0.9941,2
3,376.820,376.860,Big,exact,0.8128,2
4,376.860,377.240,Muskie,interp,0.0,2
5,377.240,377.540,was,exact,0.9976,2
6,377.540,378.120,ready,exact,0.9982,2
7,378.900,378.900,Only,exact,0.9923,2
8,378.900,379.440,now,exact,0.9967,2
9,379.520,379.640,do,exact,0.5224,2
10,379.640,379.840,the,exact,0.9955,2
11,379.840,380.360,dimensions,exact,0.9942,2
12,380.360,380.920,become,exact,0.9959,2
13,380.920,381.480,useful,exact,0.9968,2
14,382.280,382.520,More,exact,0.9941,2
15,382.520,382.940,than,exact,0.9986,2
16,382.940,383.440,twenty-seven,interp,0.0,2
17,383.440,383.860,million,exact,0.9795,2
18,383.860,384.660,pounds,exact,0.9941,2
19,385.240,385.360,Roughly,exact,0.941,2
20,385.360,385.980,twenty-two,interp,0.0,2
21,385.980,386.540,stories,exact,0.7962,2
22,386.540,387.180,tall,exact,0.9814,2
23,388.020,388.100,A,exact,0.9519,2
24,388.100,388.300,boom,exact,0.9472,2
25,388.300,388.820,about,exact,0.9155,2
26,388.820,389.067,three,interp,0.0,2
27,389.067,389.313,hundred,interp,0.0,2
28,389.313,389.560,ten,interp,0.0,2
29,389.560,390.120,feet,exact,0.9319,2
30,390.120,390.700,long,exact,0.9989,2
31,391.260,391.680,About,exact,0.9949,2
32,391.680,391.887,one,interp,0.0,2
33,391.887,392.093,hundred,interp,0.0,2
34,392.093,392.300,fifty-one,interp,0.0,2
35,392.300,393.040,feet,exact,0.989,2
36,393.040,393.480,wide,exact,0.9993,2
37,394.040,394.240,And,exact,0.9964,2
38,394.240,394.680,roughly,exact,0.999,2
39,394.680,395.093,four,interp,0.0,2
40,395.093,395.507,hundred,interp,0.0,2
41,395.507,395.920,eighty-seven,interp,0.0,2
42,395.920,396.220,feet,exact,0.9837,2
43,396.220,396.600,long,exact,0.9977,2
44,396.600,397.040,with,exact,0.6509,2
45,397.040,397.280,the,exact,0.9687,2
46,397.280,397.720,boom,exact,0.9791,2
47,397.720,398.320,lowered,exact,0.9799,2
48,399.280,399.480,But,exact,0.9967,2
49,399.480,399.740,even,exact,0.9875,2
50,399.740,400.020,those,exact,0.9888,2
51,400.020,400.400,numbers,exact,0.9989,2
52,400.400,400.580,do,exact,0.9915,2
53,400.580,400.780,not,exact,0.9984,2
54,400.780,401.020,make,exact,0.9989,2
55,401.020,401.240,the,exact,0.9982,2
56,401.240,401.580,machine,exact,0.9979,2
57,401.580,402.300,feel,exact,0.9984,2
58,402.300,402.800,real,exact,0.997,2
59,402.800,403.840,The,exact,0.5653,2
60,403.840,404.180,bucket,exact,0.9005,2
61,404.180,405.080,does,exact,0.9864,2
62,405.080,405.435,Two,interp,0.0,2
63,405.435,405.790,hundred,interp,0.0,2
64,405.790,406.145,and,interp,0.0,2
65,406.145,406.500,twenty,interp,0.0,2
66,406.500,407.100,cubic,exact,0.9797,2
67,407.100,407.680,yards,exact,0.9985,2
68,408.660,408.680,Roughly,exact,0.9934,2
69,408.680,408.933,two,interp,0.0,2
70,408.933,409.187,hundred,interp,0.0,2
71,409.187,409.440,forty,interp,0.0,2
72,409.440,410.140,tons,exact,0.6787,2
73,410.140,410.900,empty,exact,0.8049,2
74,411.640,411.740,And,exact,0.908,2
75,411.740,412.020,capable,exact,0.9985,2
76,412.020,412.280,of,exact,0.9986,2
77,412.280,412.580,carrying,exact,0.9938,2
78,412.580,412.800,up,exact,0.9958,2
79,412.800,412.980,to,exact,0.9954,2
80,412.980,413.440,about,exact,0.9852,2
81,413.440,413.660,three,interp,0.0,2
82,413.660,413.880,hundred,interp,0.0,2
83,413.880,414.100,twenty-five,interp,0.0,2
84,414.100,414.800,tons,exact,0.9157,2
85,414.800,415.040,of,exact,0.9904,2
86,415.040,415.460,material,exact,0.9974,2
87,415.460,416.080,in,exact,0.9623,2
88,416.080,416.280,a,exact,0.9988,2
89,416.280,416.760,bite,exact,0.8311,2
90,417.680,417.920,Now,exact,0.9823,2
91,417.920,418.080,the,exact,0.7701,2
92,418.080,418.300,rest,exact,0.9996,2
93,418.300,418.480,of,exact,0.9984,2
94,418.480,418.600,the,exact,0.9982,2
95,418.600,418.900,machine,exact,0.9985,2
96,418.900,419.320,begins,exact,0.9978,2
97,419.320,419.420,to,exact,0.9988,2
98,419.420,419.720,make,exact,0.997,2
99,419.720,420.200,sense,exact,0.9928,2
100,420.200,421.440,Twenty-seven,interp,0.0,2
101,421.440,421.900,million,exact,0.9761,2
102,421.900,422.280,pounds,exact,0.9923,2
103,422.280,422.500,of,exact,0.9982,2
104,422.500,422.960,machinery,exact,0.9989,2
105,422.960,423.600,existed,exact,0.9966,2
106,423.600,424.260,so,exact,0.8208,2
107,424.260,424.400,that,exact,0.99,2
108,424.400,424.720,this,exact,0.9964,2
109,424.720,424.860,bucket,exact,0.9996,2
110,424.860,425.220,could,exact,0.9967,2
